식품명,1회제공량,에너지(kcal),단백질(g),지방(g),탄수화물(g),총당류(g)
"장어, 뱀장어, 조미, 구운것",100,249,30.4,14.2,0,-
"장어, 뱀장어, 간, 생것",100,197,12.2,6.3,22.3,-
"장어, 붕장어, 생것",100,135,17.4,6.4,0.3,-
"장어, 붕장어, 냉동",100,158,19,8,0.5,-
"장어, 붕장어, 뼈, 튀긴것",100,556,14.8,41.3,31.2,-
"장어, 칠성장어, 생것",100,259,21,18,0.3,-
"장어, 칠성장어, 말린것",100,415,33.3,29,0.5,-
"장어, 양념, 구운것",100,289,20.5,20.4,5.9,-
"전갱이, 생것",100,133,20.7,4.8,0.1,-
"전갱이, 삶은것",100,136,22.4,5.9,0.1,-
"전갱이, 구운것",100,157,25.9,6.4,0.1,-
"전갱이, 냉동",100,119,20,3.5,0.3,-
"전갱이, 소금에 절여 말린것",100,262,46,6.9,0.7,-
"전갱이, 조미반건조",100,150,20.2,8.8,0.1,-
"전갱이, 조미반건조, 구운것",100,194,24.6,12.3,0.1,-
"전갱이, 통조림, 조미",100,131,14.7,0.1,17.9,-
"전갱이 튀김, 냉동",100,144,16.1,2.3,14.8,-
"전갱이, 어린것, 생것",100,99,19.9,1.5,0.3,-
"전갱이, 갈전갱이, 생것",100,111,19.6,3,0.1,-
"전갱이, 줄전갱이, 생것",100,112,24,1.1,0.1,-
"전어, 생것",100,107,19.2,2.7,0.2,-
"전어, 젓갈",100,124,15.3,6.7,0.5,-
"점감펭, 생것",100,90,19.4,0.7,0.3,-
"점줄우럭, 생것",100,100,19.3,1.9,0.1,-
"점줄우럭, 구운것(오븐)",100,118,24.84,1.3,0,-
"정어리, 생것",100,171,20,9.1,0.2,-
"정어리, 삶은것",100,182,22.4,8.7,0.2,-
"정어리, 구운것",100,199,25.3,9.4,0.2,-
"정어리, 말린것",100,334,45.6,14.8,0.6,-
"정어리, 삶아서 말린것",100,113,24.5,2.1,0.1,-
"정어리, 소금에 절여 말린것",100,188,29.6,6.5,0.5,-
"정어리, 염장",100,153,23.3,5.7,0.2,-
"정어리, 통조림",100,122,19.3,4.8,0.3,-
"정어리, 통조림, 유지",100,268,21.7,20,0.3,-
"정어리, 통조림, 조미",100,121,16.5,5.9,0.4,-
"조기(참조기), 생것",100,118,19.02,4.04,0,0
"조기(참조기), 굴비, 소금에 절여 말린것",100,332,44.4,15.2,0.4,-
"조기(참조기), 젓갈",100,123,15.5,2.8,8,-
"준치, 생것",100,129,20.1,4.7,0,-
"준치, 강준치, 생것",100,90,18.7,1.1,0.2,-
"쥐치, 생것",100,83,19.1,0.1,0.3,-
"쥐치, 포, 말린것",100,339,41.8,2.3,34.3,-
"쥐치, 포, 냉동",100,115,18,4,0.3,-
"쥐치, 포, 조미하여 말린것",100,307,41.84,1.3,32.01,25.76
"쥐치, 말쥐치, 생것",100,145,17.3,7.62,0,0
"쥐치, 말쥐치, 조미하여 말린것",100,312,38.7,2.2,34.3,-
"참마자, 생것",100,90,17.7,1.5,0.3,-
"청새치, 생것",100,107,23.1,1.8,0.1,-
"청어, 생것",100,213,16.3,15.1,0.4,-
"청어, 말린것",100,418,44.5,24,1,-
"청어, 삶아서 말린것",100,123,18.7,4.7,0,-
"청어, 염장",100,159,17.5,9,0.2,-
"청어, 훈제",100,280,23.1,22.1,Tr,-
"청어, 알, 생것",100,102,19.6,2.4,0.5,-
"청어, 알, 말린것",100,358,65.2,13.6,0.5,-
"청어, 알, 염장",100,80,15,3,0.6,-
"초어, 생것",100,89,17.1,1.7,0.2,-
"통치, 생것",100,138,20,5.7,0.1,-
"투라치, 생것",100,79,18.1,0.1,0.5,-
"틸라피아, 생것",100,126,19.3,4.7,0.2,-
"푸렁통구멍, 생것",100,76,17.4,0.2,0.2,-
"풀반지, 생것",100,167,16.9,10.1,0.2,-
"피라미, 생것",100,105,18.5,2.8,0.2,-
"학공치, 생것",100,94,17.8,1.7,0.7,-
"학공치, 조미하여 말린것",100,325,59.1,2,17.7,-
"향어, 생것",100,158,18.4,8.7,0.1,-
"홍감펭, 생것",100,108,16.7,3.9,0.2,-
"홍어, 생것",100,87,19.6,0.5,0,-
"홍치, 생것",100,93,18.9,1.4,0.1,-
"황매퉁이, 생것",100,97,20,1.3,0.1,-
"황새치, 생것",100,81,17,1,0,-
"황새치, 구운것",100,172,23.45,7.93,0,0
"황새치, 젓갈",100,117,15.7,4.8,2.7,-
"황어, 생것",100,95,18.3,1.8,0.2,-
"횟대, 빨간횟대, 생것",100,74,17.1,0.1,0.3,-
"히메치, 생것",100,99,20.9,1.1,0,-
"가리비, 생것",100,80,15.18,1.73,0,0.22
"가리비, 삶은것",100,89,17.6,1.9,1.9,-
"가리비, 튀긴것(빵가루)",100,216,18.07,10.94,10.13,-
"가리비, 말린것",100,349,77.6,0.4,4.4,-
"가리비, 통조림",100,107,21.6,0.3,4.4,-
"가리비, 관자, 생것",100,82,16.9,0.3,3.5,-
"가리비, 관자, 삶아서 말린것",100,301,65.7,1.4,7.6,-
"가리비, 관자, 냉동",100,105,20.8,0.8,2.4,-
"가리비, 국자가리비, 생것",100,55,10.8,0.8,1.5,-
"가리비, 비단가리비, 생것",100,76,14.5,1,1.4,-
"가리비, 큰가리비, 생것",100,60,12.3,0.82,0,0.2
"각시수랑, 생것",100,70,15,0.3,0.9,-
"고둥, 갈색고리돼지고둥, 생것",100,92,16.1,0.7,4.3,-
"고둥, 갈색띠매물고둥, 생것",100,78,15.1,0.2,3,-
"고둥, 관절매물고둥(보라골뱅이), 생것",100,104,17.7,1.1,4.5,-
"고둥, 긴고둥(긴뿔고둥), 생것",100,118,17.2,2.7,4.8,-
"고둥, 나팔고둥, 생것",100,111,15.9,3,3.9,-
"고둥, 두드럭고둥, 생것",100,89,14.2,0.7,5.5,-
"고둥, 매끈이고둥, 생것",100,108,22.5,0.4,2.3,-
"고둥, 물레고둥, 생것",100,88,17.1,0.3,3.2,-
"고둥, 민허리돼지고둥, 생것",100,105,16.5,2.4,3.2,-
"고둥, 보말고둥, 생것",100,93,14.6,2.2,2.6,-
"고둥, 보말고둥, 삶은것",100,106,18.4,0.7,5.3,-
"고둥, 비단고둥, 생것",100,95,17,1.2,2.8,-
"고둥, 세고리물레고둥, 생것",100,74,15,0.1,2.4,-
"고둥, 위고둥, 생것",100,66,11.2,1.5,1.1,-
"고둥, 조각매물고둥, 생것",100,127,17.7,3.6,4.4,-
"고둥, 콩깍지고둥, 생것",100,100,19.7,0.5,3,-
"고둥, 털탑고둥, 생것",100,145,20.7,3.7,5.5,-
"고둥, 피뿔고둥, 생것",100,110,17.9,0.2,8,-
"굴, 석굴, 생것",100,64,8.9,1.2,3.7,-
"굴, 참굴, 생것",100,83,9.66,2.19,5.27,0.97
"굴, 참굴, 삶은것",100,90,9.9,3.6,7.1,-
"굴, 참굴, 양식, 생것",100,88,10.5,2.4,5.1,-
"굴, 참굴, 양념젓갈(어리굴젓)",100,91,8.6,2.7,8.1,-
"굴, 토굴, 생것",100,82,10.2,1.8,5.3,-
"굴, 냉동",100,97,10,3.6,5.1,-
"굴, 튀긴것(튀김옷)",100,199,8.77,12.58,11.62,-
"굴, 통조림",100,83,14.7,2.7,0,-
"굴, 통조림, 훈제",100,294,12.5,22.6,11.2,-
"꼬막, 생것",100,63,12.6,0.3,1.6,-
"꼬막, 새꼬막, 생것",100,74,12.29,1.11,2.87,0.88
"다슬기, 생것",100,85,11.9,1.2,5.7,-
"다슬기, 곳체다슬기, 생것",100,71,11.6,0.6,4,-
"다슬기, 띠구슬다슬기, 생것",100,117,16.9,0.6,9.8,-
"다슬기, 염주알다슬기, 생것",100,113,12.7,1.4,11.2,-
"다슬기, 좀주름다슬기, 생것",100,88,14,0.5,6,-
"다슬기, 주름다슬기, 생것",100,98,14.2,1.6,5.6,-
"다슬기, 참다슬기, 생것",100,76,12.3,0.4,4.9,-
"담치, 지중해담치, 생것",100,54,8.9,0.5,2.9,-
"담치, 진주담치, 생것",100,75,10.3,1.1,5.1,-
"담치, 진주담치, 구운것",100,172,23.8,4.48,7.39,-
"담치, 진주담치, 양식, 생것",100,84,11.9,1.7,4.4,-
"담치, 참담치(홍합), 생것",100,82,13.8,1.2,3.1,-
"담치, 참담치(홍합), 삶아서 말린것",100,391,56.1,10.2,14.1,-
"담치, 참담치(홍합), 통조림",100,89,15.8,2.3,1.3,-
"대수리, 생것",100,112,18.8,2.6,1.9,-
"대합, 북방대합, 생것",100,62,12,0.8,1,-
"동죽, 생것",100,69,11.8,1.6,0.9,-
"맛, 붉은맛(큰죽합), 생것",100,95,16.1,1.8,2.5,-
"바지락, 생것",100,74,12.27,0.93,3.2,0.75
"바지락, 양식, 생것",100,68,13,1.1,0.7,-
"바지락, 말린것",100,347,74,3.7,0,-
"바지락, 장조림",100,235,24.8,2.1,29.1,-
"바지락, 통조림",100,91,15.2,2.4,2.1,-
"바지락, 통조림, 조미",100,106,16,0.8,8.8,-
"바지락, 젓갈",100,51,8.5,1,1.5,-
"백합, 생것",100,74,11.7,1,3.6,-
"백합, 삶은것",100,79,14.9,1.5,2.9,-
"백합, 구운것",100,70,13.3,1,2.8,-
"백합, 통조림, 조미",100,123,19.6,0.1,10.9,-
"백합, 말백합, 생것",100,58,10.1,0.5,2.5,-
"소라, 생것",100,107,20.7,0.3,4,-
"소라, 통조림",100,123,19.6,0.1,10.9,-
"수랑, 생것",100,86,15.9,0.7,2.9,-
"오분자기, 생것",100,95,13.3,2.1,4.6,-
"우렁이, 논우렁이, 생것",100,73,10.5,1.4,3.8,-
"우렁이, 왕우렁, 생것",100,66,10.6,0.9,3.1,-
"우렁이, 큰구슬우렁이(골뱅이), 생것",100,71,17.4,0.1,0.3,-
"우렁이, 큰구슬우렁이(골뱅이), 통조림, 고형물",100,109,19.33,0.83,5.97,4.24
큰우슬우렁이(골뱅이) 무침,100,109,7.1,2,15.7,-
"우렁이, 큰논우렁이, 생것",100,71,9.8,1,4.9,-
"재첩, 생것",100,94,12.5,1.9,5.8,-
"전복, 둥근전복, 생것",100,85,14.3,0.7,4.5,-
"전복, 말전복, 생것",100,77,12.8,0.8,3.8,-
"전복, 북방전복, 생것",100,91,15,0.7,5.1,-
"전복, 내장, 생것",100,150,18.5,7.6,0,-
"전복, 말린것",100,254,56,0.9,2.3,-
"전복, 튀긴것",100,189,19.63,6.78,11.05,-
"전복, 통조림, 삶은것",100,96,16.3,0.2,7.3,-
"전복, 통조림, 조미",100,131,14.7,0.1,17.9,-
"전복, 젓갈",100,96,12.2,4.8,1,-
"조개, 가무락조개, 생것",100,77,14.1,0.6,2.8,-
"조개, 개량조개(명주조개), 생것",100,62,12,0.7,1.1,-
"조개, 개량조개(명주조개), 말린것",100,276,54.2,2,7,-
"조개, 개조개, 생것",100,64,10.9,0.6,3,-
"조개, 떡조개, 생것",100,87,11.2,1,7.4,-
"조개, 맛조개, 생것",100,56,9.7,1,1.3,-
"조개, 맛조개, 말린것",100,349,57.9,4.8,14.4,-
"조개, 살조개, 생것",100,89,14.2,1.5,3.6,-
"조개, 새조개, 생것",100,114,21.5,1.9,1.3,-
"조개, 새조개, 말린것",100,293,61.1,1.5,5.2,-
"조개, 새조개, 조미하여 말린것",100,300,57.9,4.1,7.9,-
"조개, 왕우럭조개, 생것",100,101,16.4,2.2,2.7,-
"조개, 우럭, 생것",100,99,16.3,2,2.7,-
"조개, 접시조개(비단조개), 생것",100,68,11.9,0.6,3,-
"조개, 진주조개, 생것",100,56,10.1,0.9,1.1,-
"조개, 키조개, 생것",100,57,10.3,1.1,0.8,-
"조개, 키조개, 패주, 생것",100,70,12.4,1.1,1.9,-
"조개, 키조개, 근육, 생것",100,91,18.6,0.2,2.7,-
"조개, 펄조개, 생것",100,74,9.4,1,6,-
"조개, 피조개, 생것",100,66,11.6,0.6,2.7,-
"조개, 피조개, 통조림, 조미",100,115,18,1.3,7.8,-
"조개, 피조개, 양식, 생것",100,83,11.8,2.2,3,-
"조개, 젓갈",100,71,10.83,0.63,5.45,0.25
"가재, 갯가재, 생것",100,87,16.1,1.7,0.8,-
"가재, 갯가재, 삶은것",100,89,19.2,1.7,0.2,-
"가재, 바닷가재, 생것",100,77,15.97,0.95,0,0
"가재, 바닷가재, 찐것",100,82,16.77,1.2,0,0
"개불, 생것",100,53,10.5,0.2,1.6,-
"게, 꽃게, 생것",100,77,16.19,0.7,0.43,0.41
"게, 꽃게, 찐것",100,83,17.88,0.74,0,0
"게, 닭게, 생것",100,69,15.2,0.5,0.1,-
"게, 닭게, 삶은것",100,73,16.1,0.3,0.6,-
"게, 닭게, 젓갈",100,57,12.2,0.6,0.8,-
"게, 대게, 생것",100,85,17.4,1,0.5,-
"게, 대게, 삶은것",100,65,15,0.6,0.1,-
"게, 대게, 삶아서 말린것",100,314,66.7,2.6,2,-
"게, 대게, 통조림",100,69,16.3,0.4,0.2,-
"게, 민꽃게, 생것",100,86,14.8,1.6,2,-
"게, 방게, 생것",100,66,11.9,1.3,0.9,-
"게, 붉은대게, 생것",100,48,10.5,0.3,0.3,-
"게, 왕게, 생것",100,67,13.7,0.7,0.6,-
"게, 왕게, 삶은것",100,77,17.5,1.5,0.3,-
"게, 주름송편게, 생것",100,87,18.8,0.3,1.1,-
"게, 참게, 생것",100,175,14.4,12,0.2,-
"게맛살, 어육함량이 낮은것",100,119,7.7,1.12,19.45,3.48
"게맛살, 어육함량이 낮은것, 데친것",100,118,7.71,1.09,19.31,3.24
"게맛살, 어육함량이 높은것",100,93,11.67,0.87,9.52,3.46
"군소, 생것",100,36,5.8,1,0.5,-
"군소, 풍선군소, 생것",100,43,7.7,0.9,0.5,-
"꼴뚜기, 불똥꼴뚜기, 생것",100,91,14.4,3,0.6,-
"꼴뚜기, 불똥꼴뚜기, 삶은것",100,91,17.7,2.9,0.4,-
"꼴뚜기, 불똥꼴뚜기, 조린것",100,245,27,6.7,22.9,-
"꼴뚜기, 불똥꼴뚜기, 조미훈제",100,305,43.1,7.5,21.3,-
"꼴뚜기, 참꼴뚜기, 생것",100,78,13.6,1.8,1,-
"꼴뚜기, 참꼴뚜기, 삶아서 말린것",100,286,51.3,6.6,1.7,-
"꼴뚜기, 창꼴뚜기, 생것",100,70,14.7,0.5,0.8,-
"꼴뚜기, 젓갈",100,83,16,2,0.3,-
"꼴뚜기, 양념젓갈",100,114,9.6,1.8,14.8,-
"낙지, 생것",100,73,16.3,0.43,0,0.2
"낙지, 세발낙지, 생것",100,55,11.5,0.6,0.1,-
"낙지, 양념젓갈",100,161,10,1.36,27.14,9.1
"멍게(우렁쉥이), 생것",100,40,6.7,0.6,1.6,-
"멍게, 양식, 생것",100,73,8.7,2.1,4.9,-
"멍게, 양념젓갈",100,140,9.25,1.19,22.99,10.13
"멍게, 끈멍게, 생것",100,63,7.4,1.5,5,-
"멍게, 붉은멍게, 생것",100,75,9.2,2.6,3.7,-
"문어, 생것",100,70,16.4,0.7,0.1,-
"문어, 삶은것",100,91,21.7,0.7,0.1,-
"문어, 대문어, 생것",100,58,12.2,0.6,0.3,-
"문어, 대문어, 말린것",100,348,72,3.1,3.6,-
"문어, 참문어, 생것",100,56,12.7,0.2,0.1,-
"미더덕, 생것",100,44,4.3,1.2,4.1,-
"미더덕, 주름미더덕, 생것",100,52,9,0.7,2.3,-
"새우, 가시발새우, 생것",100,71,15.2,0.5,0.6,-
"새우, 각시흰새우, 생것",100,85,15.7,1.6,1,-
"새우, 긴뿔천길새우, 생것",100,92,20,0.8,0,-
"새우, 꽃새우, 생것",100,114,22,2,0.6,-
"새우, 꽃새우, 삶아서 말린것",100,307,55.5,5.9,4.1,-
"새우, 꽃새우, 찐것",100,119,22.78,1.7,1.52,0
"새우, 꽃새우, 튀긴것(빵가루)",100,242,21.39,12.28,11.47,0.8
"새우, 꽃새우, 냉동",100,114,22,2,0.6,-
"새우, 꽃새우, 장조림",100,230,25.9,2.6,25.8,-
"새우, 닭새우, 생것",100,88,17,1.2,1.3,-
"새우, 대하, 생것",100,82,18.1,0.6,0.1,-
"새우, 대하, 말린것",100,360,62.4,3.5,15.6,-
"새우, 물렁가시붉은새우, 생것",100,83,18,0.5,0.6,-
"새우, 보리새우, 생것",100,71,15.1,0.7,0.1,-
"새우, 보리새우, 삶은것",100,116,28.2,0.5,Tr,-
"새우, 부채새우, 생것",100,65,13.7,0.8,0,-
"새우, 중하, 생것",100,94,20.1,0.9,0.1,-
"새우, 중하, 삶아서 말린것",100,300,54.4,6.2,2.9,-
"새우, 중하, 조미하여 말린것",100,319,28.5,2,46.7,-
"새우, 중하, 통조림",100,95,21.5,0.7,0.6,-
"새우, 중하, 젓갈",100,88,15.8,2.6,0.3,-
"새우, 젓새우, 생것",100,62,9.6,1.2,2.6,-
"새우, 젓새우, 조린것",100,230,19.1,1.8,35.1,-
"새우, 젓새우, 젓갈",100,53,10.4,0.9,0.7,-
"새우, 징거미새우, 생것",100,90,18.3,1.4,0,-
"새우, 철모새우(도화새우), 생것",100,90,18.5,0.9,0.9,-
"새우, 펄닭새우, 생것",100,61,13.2,0.6,0,-
"새우, 흰다리새우, 생것",100,98,21.17,0.89,0,-
"새우, 껍질, 생것",100,323,44,11.9,6.1,-
"새우 볶음, 말린것, 볶은것",100,342,23.4,13.4,28.5,-
"새우 튀김용, 냉동",100,139,10.2,1.9,20.3,-
"새우 튀김용, 튀긴것(빵가루)",100,263,6.43,13.53,28.84,0.99
"새우, 젓갈",100,40,8.09,0.32,1.2,0
"새우, 젓갈, 추젓",100,47,9.1,0.6,1.2,-
"새우, 젓갈, 토굴대때기젓",100,53,10.1,0.6,1.7,-
"새우, 젓갈, 토굴동백하젓",100,49,8.3,1,1.6,-
"새우, 젓갈, 토굴오젓",100,57,10.8,0.4,2.5,-
"새우, 젓갈, 토굴육젓",100,56,10.8,0.6,1.9,-
"새우, 젓갈, 토굴추젓",100,46,8.9,0.5,1.5,-
"성게, 생것",100,148,15.8,8.5,2,-
"성게, 젓갈",100,128,21.4,2.8,4.4,-
"성게, 알, 젓갈",100,104,9.2,1.5,13.4,-
"성게, 보라성게, 생것",100,173,16.1,8.7,7.6,-
"성게, 보라성게, 알, 생것",100,173,16.1,8.7,7.6,-
"성게, 보라성게, 알, 젓갈",100,143,18.3,4.5,7.3,-
"성게, 통조림",100,138,14,5.1,8.9,-
"오징어, 생것",100,94,18.84,1.44,0.16,0
"오징어, 구운것",100,108,23.6,1,0.1,-
"오징어, 튀긴것",100,175,17.94,7.48,7.79,-
"오징어, 말린것",100,352,67.8,6.9,0.2,-
"오징어, 냉동",100,88,17,1.5,0.5,-
"오징어, 조미, 구운것",100,300,40.1,3.7,26.6,-
"오징어, 조미훈제",100,205,34.4,2,12.4,-
"오징어, 채, 조미하여 말린것",100,282,39.31,2.41,22.79,14.83
"오징어, 포, 조미하여 말린것",100,280,63.5,2.7,0.4,-
"오징어, 갑오징어, 생것",100,75,15.1,1.2,0.1,-
"오징어, 갑오징어, 말린것",100,339,66.8,4.7,3.2,-
"오징어, 살오징어, 생것",100,72,15.7,0.5,0.2,-
"오징어, 쇠갑오징어, 생것",100,79,16.9,0.7,0.2,-
"오징어, 참갑오징어, 생것",100,76,17.3,0.2,0.2,-
"오징어, 양념젓갈",100,166,9.88,2.04,27,14.82
"오징어, 내장, 젓갈",100,98,16,1.5,5,-
오징어 튀김,100,308,11.9,18.1,24.3,-
오징어채 볶음,100,278,18.6,4.2,41.4,-
"주꾸미, 생것",100,52,10.8,0.5,0.5,-
"크릴, 생것",100,76,12.1,2.6,0.2,-
"크릴, 삶은것",100,78,13.8,3,Tr,-
크릴 페이스트,100,130,16.5,5.5,2,-
"한치, 생것",100,81,14.9,1.8,0.3,-
"해삼, 생것",100,24,3.7,0.4,1.3,-
"해삼, 말린것",100,331,77.6,0.9,3,-
"해삼, 염장",100,34,4.9,0.5,2.4,-
"해삼, 젓갈",100,32,5.5,0,2.5,-
"해삼, 내장, 젓갈",100,43,7.7,1,0.8,-
"해파리, 생것",100,6,1.3,0,0.1,-
"갈래곰보, 생것",100,12,0.9,0.2,4.6,-
"곰피, 말린것",100,141,12.9,1.3,54.7,-
"곰피, 가루",100,129,10,1.4,51.4,-
"김, 김밥용김, 말린것",100,182,38.46,2.82,46.19,0
"김, 둥근돌김, 말린것",100,165,35.5,1.7,43.3,-
"김, 조미김, 구운것",100,307,37.69,49.23,4.82,0.39
"김, 참김, 생것",100,12,3.3,0.4,2,-
"김, 참김, 구운것",100,174,43.3,0.9,41.7,-
"김, 참김, 말린것",100,165,38.6,1.7,40.3,-
"김, 초밥김, 말린것",100,151,32.7,0.8,40.9,-
"꼬시래기, 생것",100,17,1.8,0.2,6.2,-
"다시마, 생것",100,12,1.1,0.2,4.2,-
"다시마, 말린것",100,110,7.4,1.1,45.2,-
"다시마, 염장",100,16,1.2,0.3,6,-
다시마 육수,100,1,0.1,0,0.3,-
다시마 튀각,100,228,3.6,23,58.8,-
"대황, 말린것",100,145,7.3,0.2,64.5,-
"뜸부기, 말린것",100,128,6.1,2.5,52.1,-
"매생이, 생것",100,39,3.88,3.29,8.19,0.07
"매생이, 말린것",100,125,20.6,0.5,40.6,-
"모자반, 생것",100,18,1.8,0.2,6.7,-
"모자반, 말린것",100,129,15.2,1.7,45.7,-
"모자반, 가루",100,127,14,3.9,40.8,-
"모자반, 염장",100,18,3.1,0.2,5.4,-
"미역, 생것",100,12,1.68,0.29,3.7,0
"미역, 양식, 생것",100,15,2.1,0.2,5,-
"미역, 말린것",100,150,20.31,4.83,43.65,0
"미역, 가루",100,134,10.7,1.8,52.4,-
"미역, 염장",100,34,6,0.9,8.8,-
"미역, 염장, 데친것",100,35,6,0.9,9.3,-
"미역, 줄기, 생것",100,14,1.8,0.2,4.6,-
"미역, 줄기, 염장 후 탈염, 삶은것",100,18,1.1,0.3,5.5,-
미역 튀각,100,283,9.75,38.02,46.21,9.27
"불등풀가사리, 말린것",100,147,16.5,0.6,55.7,-
"석묵, 말린것",100,38,9.6,0.2,9.1,-
"순채, 생것",100,22,2.5,0.7,7.1,-
"우뭇가사리, 생것",100,46,4.2,0.2,18.5,-
우뭇가사리묵(우무),100,2,0.1,0,0.8,-
한천,100,154,2.3,0.1,74.6,-
"진두발, 말린것",100,119,2.5,1.5,53.5,-
"청각, 생것",100,8,1.4,0.4,1.6,-
"청각, 말린것",100,137,13.8,0.8,52.8,-
"클로렐라, 말린것",100,174,45.3,7.2,25.7,-
"톳, 생것",100,16,1.9,0.4,5,-
"톳, 말린것",100,81,6.6,0.8,32,-
"톳, 삶아서 말린것",100,135,6.2,0.8,59.7,-
"파래, 생것",100,11,2.18,0.15,2.95,0.04
"파래, 말린것",100,201,22.1,0.6,41.7,-
"파래, 가시파래, 말린것",100,136,20,0.7,46.5,-
"파래, 갈파래, 말린것",100,129,23.1,0.5,40.1,-
"파래, 납작파래, 생것",100,17,3.3,0.7,3.5,-
"파래, 창자파래, 말린것",100,142,23.6,0.8,45.8,-
"파래, 홑파래, 말린것",100,146,17.2,1.1,53.2,-
모유,100,61,1.1,3.5,7.2,-6.4
분유,100,498,13.98,23.93,56.6,47.28
"분유, 1단계",100,508,12.41,25.75,56.88,49.01
"분유, 2단계",100,506,12.63,25.38,56.93,49
"분유, 3단계",100,477,16.91,20.65,56.04,43.85
"분유, 전지",100,509,25.46,27.32,39.07,38.63
"분유, 탈지",100,358,33.88,0.97,53.16,46.17
산양유,100,62,3.16,3.62,4.03,3.48
셔벗,100,128,0.9,1,28.7,-
아이스밀크,100,167,3.4,6.4,23.9,-
"아이스크림, 딸기맛",100,192,3.2,8.4,27.6,4.43
"아이스크림, 바닐라맛",100,179,4.98,7.83,22.25,17.3
"아이스크림, 초콜릿맛",100,216,3.8,11,28.2,25.36
"아이스크림, 유지방 8%",100,178,3.9,8,23.2,15.1
"아이스크림, 유지방 12%",100,205,3.5,12,22.4,17
"아이스크림, 소프트 아이스크림, 바닐라맛",100,139,2.38,3.98,23.5,23.7
"연유, 점성이 낮은것",100,126,5.56,5.73,13.1,5.05
"연유, 점성이 높은것",100,367,7.76,7.84,66.31,51.88
"요구르트, 액상",100,65,1.29,0.02,15.23,12.49
"요구르트, 액상, 저당",100,45,1.11,0.02,10.38,6.6
"요구르트, 액상(농후), 딸기맛",100,85,3.29,2.22,13.49,10.51
"요구르트, 액상(농후), 플레인",100,85,3.03,2.96,11.66,6.48
"요구르트, 액상(농후), 식이섬유 첨가",100,97,3.19,3.26,13.81,8.98
"요구르트, 액상(농후), 사과맛, 식이섬유 첨가",100,109,2.57,2.71,18.91,6.46
"요구르트, 액상(농후), 저지방, 식이섬유 첨가",100,74,3.54,1.36,12.08,7.73
"요구르트, 액상(농후), 플레인, 식이섬유 첨가",100,87,2.31,3.22,12.3,5.33
"요구르트, 호상, 딸기맛",100,95,2.95,2.46,15.53,14.46
"요구르트, 호상, 망고맛",100,92,4.55,2.7,12.44,10.53
"요구르트, 호상, 플레인",100,89,5.18,3.84,8.37,4.59
우유,100,65,3.08,3.32,5.53,4.12
"우유, 가공우유, 딸기맛",100,68,2.29,1.12,12.34,8.13
"우유, 가공우유, 바나나맛",100,90,2.63,3.02,13.13,9.18
"우유, 가공우유, 초코맛",100,71,2.61,1.41,12.14,8.16
"우유, 가공우유, 커피맛",100,61,2.44,1.38,9.82,6.86
"우유, 강화우유, 고칼슘",100,63,2.98,2.77,6.53,3.85
"우유, 저지방우유",100,42,3.43,0.9,4.86,3.59
"치즈, 고다",100,356,24.94,27.44,2.22,2.22
"치즈, 까망베르",100,300,19.8,24.26,0.46,0.46
"치즈, 리코타",100,159,7.1,11.5,6.7,-
"치즈, 모차렐라",100,236,17.34,16.49,3.15,1.06
"치즈, 모차렐라, 슈레드타입",100,293,26.6,17.37,5.66,0.64
"치즈, 브리",100,334,20.75,27.68,0.45,0.45
"치즈, 브릭",100,371,23.24,29.68,2.79,0.51
"치즈, 블루",100,353,21.4,28.74,2.34,0.5
"치즈, 체다",100,298,18.76,21.3,6.17,0.24
"치즈, 카테지",100,99,13.3,4.5,1.9,0.5
"치즈, 크림",100,350,6.15,34.44,5.52,3.76
"치즈, 파르메산(파마산)",100,420,28.42,27.84,13.91,0.07
"커피크리머, 가루",100,514,1.57,29.11,62.2,4.29
"커피크리머, 액상, 식물성지방",100,244,4.3,24.8,1.8,-1.8
"커피크리머, 액상, 유지방",100,205,5.2,18.3,5.5,-1.5
"크림, 생크림",100,368,2.03,37.81,4.98,0
"크림, 휘핑, 동물성",100,354,2.01,35.55,6.43,0
"크림, 휘핑, 식물성",100,268,0.11,21.76,17.96,0
고추기름,100,919,0.02,99.8,0,0
닭기름,100,900,0,99.8,0,0
돼지기름,100,915,0,99.38,0.58,0
들기름,100,920,0,99.86,0,0
땅콩 버터,100,658,25.8,51.91,18.9,9.41
"땅콩 버터, 청크",100,589,24.06,49.94,21.57,8.41
"땅콩 버터, 크림",100,598,22.21,51.36,22.31,10.49
땅콩기름,100,884,0,100,0,0
마가린,100,714,0.2,72.41,12.06,0
면실유,100,883,0,100,0,-
버터,100,761,0.59,82.04,1.81,0.66
복숭아씨기름,100,911,0.5,98.9,0.3,-
쇠기름,100,869,0.2,99.8,0,-
쇼트닝,100,917,0,99.52,0.48,0
쌀겨기름(미강유),100,921,0,99.95,0.05,0
아마씨유,100,884,0.11,99.98,0,0
아몬드유,100,884,0,100,0,0
아보카도유,100,917,0,99.52,0.48,0
연어기름,100,902,0,100,0,-
옥수수기름,100,919,0,99.74,0.17,0
올리브유,100,921,0,100,0,0
유채씨기름,100,920,0.02,99.85,0.1,0
잇꽃씨기름,100,892,0,100,0,-
참기름,100,917,0,99.59,0.14,0
코코넛유,100,918,0,99.67,0.33,0
콩기름,100,915,0,99.31,0.66,0
팜유,100,917,0,99.56,0.44,0
