식품명,1회제공량,에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g)
떠먹는 딸기 레어 치즈,163,455,13,-,-,34
떠먹는 아이스박스,190,775,14,-,-,36
그뤼에르 치즈 무스,130,450,10,-,-,22
초코롱 프랄리네,16,70,2,-,-,5
초코롱 바닐라,16,70,2,-,-,5
초코롱 피스타치오,16,65,2,-,-,4
초코롱 오렌지,16,65,2,-,-,5
초코롱 산딸기,16,60,4,-,-,5
초코롱 바나나,16,65,2,-,-,5
트리플 초콜릿 무스,112,365,9,-,-,22
뉴욕 치즈,102,365,11,-,-,22
블루베리 파블랑,232,270,9,-,-,27
쇼콜라 쿠키 파블랑,220,355,11,-,-,23
소프트 아이스크림_콘,135,325,10,-,-,21
소프트 아이스크림_컵,110,195,7,-,-,17
산딸기 마카롱,17,75,2,-,-,9
로즈베리 생크림,117,305,7,-,-,27
그린티 마카롱,17,75,2,-,-,9
벨지안 초콜릿 마카롱,17,85,2,-,-,8
블루베리 마카롱,17,70,2,-,-,8
레드 벨벳,153,375,4,-,-,16
딸기 요거,107,260,5,-,-,26
바닐라 아포가토,227,275,10,-,-,16
클래식 가토,107,275,9,-,-,16
스파이시 튜나 바게트,268,540,40,-,-,1
플레인 그릭 요거트,170,230,13,-,-,21
허니 바나나 그릭 요거트,175,220,10,-,-,16
스트로베리 그릭 요거트,162,210,10,-,-,20
에그 브리오슈,90,185,14,-,-,6
애플 고다 프렌치토스트,125,285,14,-,-,5
핫치킨 치아바타,127,150,11,-,-,3
초리조&모짜렐라 크루아상,94,330,27,-,-,3
애플&까마에르 크루아상,133,400,18,-,-,6
그릴드포카치아갈릭치킨,163,300,30,-,-,2
그릴드포카치아햄&치즈,145,300,27,-,-,1
핫치킨베이크,227,485,53,-,-,3
불고기베이크,215,475,44,-,-,2
토마토모짜렐라랩,251,455,40,-,-,2
시저치킨랩,194,395,38,-,-,4
올리브 치킨 파니니,206,590,64,-,-,8
칠리 소시지 바게트 샌드위치,227,430,38,-,-,2
할라피뇨 스테이크 바게트 샌드위치,244,535,38,-,-,4
레즌 스콘,90,330,11,-,-,12
오리지널 스콘,90,335,11,-,-,9
멜팅치즈 깜파뉴 토스트,131,300,33,-,-,3
투썸뉴트리션바,30,125,6,-,-,7
오렌지쇼콜라파운드,88,315,7,-,-,27
TWG밀크티파운드,69,255,5,-,-,17
햄&치즈 퀘사디아,197,465,49,-,-,2
쇼콜라 쿠키,100,535,15,-,-,17
크랜베리 쿠키,90,455,9,-,-,47
화이트 버터 쿠키,85,420,7,-,-,23
페스토 햄치즈 파니니,186,535,44,-,-,4
멕시칸 파니니,218,550,49,-,-,6
크로크무슈,155,415,44,-,-,5
스윗버터 토스트,90,265,9,-,-,1
스윗버터 토스트 위드베리,109,276,9,-,-,1
바비큐 치킨 파니니,271,590,78,-,-,17
더블초콜릿머핀,120,495,11,-,-,26
라즈베리초코칩머핀,125,460,11,-,-,26
오리지널블루베리머핀,120,470,11,-,-,33
다크초콜릿쿠키,67,190,4,-,-,11
피넛버터쿠키,67,175,5,-,-,9
후무스&베지스틱,302,126,16,-,-,0
쉬림프 그릭 샐러드,191,171,20,-,-,0
쉬림프 콥 샐러드,227,205,38,-,-,0
아보카도 콥 샐러드,252,250,39,-,-,0
카프레제 샐러드,212,175,20,-,-,2
허브치킨 가든샐러드,222,180,29,-,-,0
B.E.L.T 샌드위치,264,585,47,-,-,10
그릴드치킨 시저샐러드,177,235,38,-,-,0
건강한컵 리프레쉬,150,75,1,-,-,10
사이드 샐러드,72,20,2,-,-,0
토마토 모짜렐라,210,465,44,-,-,3
스트로베리 시트론 샐러드,112,70,2,-,-,0
레몬치킨클럽,288,710,64,-,-,6
카프레제 발사믹 샐러드,116,170,7,-,-,1
토마토 베이컨 블루밍브레드,96,245,22,-,-,2
6치즈 블루밍브레드,94,300,25,-,-,0
리코타치즈올리브 샐러드,185,120,7,-,-,1
화이트 포레스트 생크림,637,1785,42,-,-,145
모어 댄 쿠키 앤 크림 2호,1273,3125,42,-,-,262
스트로베리 초콜릿 생크림,721,1550,47,-,-,108
모어 댄 쿠키 앤 크림 1호,880,2110,27,-,-,189
딸기 생크림,716,1760,38,-,-,134
마스카포네 티라미수,708,2025,71,-,-,108
마스카포네 생크림(믹스드베리),1044,2620,38,-,-,66
마스카포나 생크림(천도복숭아),1055,3255,38,-,-,173
마스카포나 생크림(자몽/오렌지),1025,2610,40,-,-,62
레드 벨벳,828,2050,41,-,-,175
뉴욕 치즈,840,2545,70,-,-,190
그뤼에르 치즈 무스,703,2475,60,-,-,114
퀸즈 캐롯,828,2640,65,-,-,169
벨지안 멜팅 가나슈,893,3250,76,-,-,242
비 마이 스트로베리,737,1990,45,-,-,154
비 마이 민트,775,2470,76,-,-,135
리얼 생크림 2호,1054,2630,60,-,-,196
블랙 벨벳,843,2935,61,-,-,218
카푸치노 생크림,723,2005,44,-,-,103
러브 시그널,504,1525,43,-,-,96
바닐라 크렘 브륄레,794,1920,76,-,-,140
로즈베리 생크림,466,1325,32,-,-,93
TWG 밀크티 쉬폰,636,1975,49,-,-,121
더치 솔티드 카라멜,643,2275,61,-,-,87
까망베르 치즈,461,1815,56,-,-,77
요거 생크림 1호,608,1310,34,-,-,112
믹스드베리 초콜릿 생크림,635,1575,45,-,-,122
요거 생크림 2호,887,1920,49,-,-,175
트리플 초콜릿 무스,663,2180,54,-,-,126
블랙 포레스트,557,1900,29,-,-,124
클래식 가토,522,1355,44,-,-,82
초코 쉬폰,635,2085,60,-,-,140
장미 요거 생크림,529,1470,41,-,-,117
블루베리 쉬폰,837,2065,49,-,-,175
스트로베리 초콜릿 생크림 파티팩,1278,3690,84,-,-,222
프렌지 허니 크레이프 파티팩,966,2880,78,-,-,162
생크림 피칸 타르트,791,3105,80,-,-,206
딸기 레어 치즈 파티팩,978,2730,78,-,-,204
아이스박스 파티팩,1140,4650,84,-,-,216
티라미수 파티팩,864,2850,90,-,-,144
요거하트,687,1695,49,-,-,145
에스프레소,20,7,0.4,-,-,0
에스프레소 도피오,40,14,0.8,-,-,0
에스프레소 마끼아또,50,24.5,1.3,-,-,0
오르조,326,295.5,8.7,-,-,38.3
로마노S,167,123.8,4.1,-,-,17.8
로마노R,311,264.9,7.1,-,-,37.6
비체린,196,262.4,6.3,-,-,28.7
아포가또,121,144.7,3,-,-,6.1
모카포트 아포가또,150,162.5,4,-,-,17
샤케라또,470,16.5,1,-,-,0
아이스 오리지널드립커피R,350,53,3.5,-,-,0
아이스 오리지널드립커피L,460,68,4.9,-,-,0
아이스 아메리카노R,370,11.7,0.5,-,-,0
아이스 아메리카노L,470,16.7,1,-,-,0
아이스 카페라떼R,370,121,5.5,-,-,5.4
아이스 카페라떼L,470,138.6,6.7,-,-,5.3
아이스 카라멜라떼 마끼아또R,390,201.4,5.7,-,-,19
아이스 카라멜라떼 마끼아또L,490,235.5,6.7,-,-,27.2
아이스 바닐라라떼 마끼아또R,385,181.2,5.5,-,-,26.9
아이스 바닐라라떼 마끼아또L,500,215.3,6.9,-,-,31.4
아이스 화이트초콜릿라떼 마끼아또R,390,188.5,5.7,-,-,19.2
아이스 화이트초콜릿라떼 마끼아또L,510,239.1,6.7,-,-,26.1
아이스 카페모카R,386,257.4,6,-,-,17.9
아이스 카페모카L,501,327.7,7.7,-,-,30.3
콜드브루 라떼,360,80.2,4.1,-,-,7.3
콜드브루 아메리카노,360,11.5,1.3,-,-,0
니트로 콜드브루,360,12.3,0.7,-,-,0
오리지널 드립커피R,300,40.3,3,-,-,0
오리지널 드립커피L,400,56.6,3.8,-,-,0
아메리카노R,300,14.9,1.1,-,-,0
아메리카노L,380,16.7,1.2,-,-,0
카페라떼R,270,175,7.7,-,-,11.5
카페라떼L,360,231,10.2,-,-,15
카푸치노,280,159.3,7.5,-,-,12.2
헤이즐넛 카푸치노,305,182.6,7.2,-,-,13.8
카라멜 라떼 마끼아또R,295,229,7,-,-,17.6
카라멜 라떼 마끼아또L,385,300,9.5,-,-,26.1
바닐라 라떼 마끼아또R,285,187,6.9,-,-,20
바닐라 라떼 마끼아또L,375,257,8.9,-,-,30
화이트초콜릿 라떼마끼아또R,295,222,7.2,-,-,22.5
화이트초콜릿 라떼마끼아또L,405,285,9.5,-,-,32.9
카페모카R,261,267.2,6.6,-,-,33.9
카페모카L,366,343.9,9.2,-,-,38.1
마녀 그라니따,374,558.1,7.8,-,-,62.9
제주 감귤 패션 프룻 주스(HOT),292,214,0.8,-,-,38.8
제주 감귤 패션 프룻 주스(ICED),362,148.7,0.7,-,-,26.5
제주 선셋 감귤 크러쉬(ICED),406,249,0.5,-,-,47.5
머스캣 민트 티 토닉,465,157.2,0.1,-,-,38.6
패션 망고 티 펀치(HOT),289,124.8,0.5,-,-,25.6
패션 망고 티 펀치(ICED),375,107.4,0.5,-,-,21.7
하동 말차 펌 크림티(ICED),380,356.4,6.3,-,-,35
하동 말차 펌 크림티(HOT),310,401.9,8.4,-,-,38.1
토로네 라떼(HOT),323,410.5,8.9,-,-,34.7
토로네 라떼(ICED),373,296.7,6,-,-,24.3
흑당 펄 밀크 그라니따,430,435.3,5.3,-,-,59.3
흑당 펄 콜드브루 라떼,390,263.3,4.4,-,-,29.8
흑당 펄 라떼R,360,260,4.2,-,-,31
흑당 펄 밀크티R,350,206.2,2,-,-,27
코코넛 콜드브루 라떼,280,212,1.3,-,-,9.1
연유 콜드브루 플로트,410,280,8.3,-,-,29.7
치즈 수플레 미니케익,150,370,7,-,-,15
더블 프로마쥬 케익,110,360,7,-,-,15
리얼 다크 타르트,120,510,7,-,-,28
까사링고 레몬,150,360,5,-,-,24
까사링고 티라미수,120,340,6,-,-,22
수플레 치즈케익,75,230,5,-,-,11
초코 밀크푸딩무스,92,320,4,-,-,17
리치 가나슈 케익,190,700,9,-,-,50
오리지널 티라미수 컵,80,220,5,-,-,16
레드벨벳 케익,150,420,6,-,-,22
스윗 마운틴,95,210,3,-,-,10
쇼콜라 스퀘어,105,370,4,-,-,16
스트로베리 스퀘어,90,240,3,-,-,17
레몬 크레이프,100,215,6,-,-,14
딸기 크레이프,85,190,3,-,-,13
티라미수 크레이프,95,285,5,-,-,15
블랙쿠키 치즈케익,135,525,6,-,-,25
스트로베리 그라니따,461,355,2.5,-,-,81.7
복숭아 그라니따,431,302,2.3,-,-,60.6
레몬 민트 그라니따,430,279,2,-,-,58.9
그린티 그라니따,400,314.3,7,-,-,52.5
망고 요거트 그라니따,440,323,2.8,-,-,70.6
플레인 요거트 그라니따,480,645.9,8,-,-,91.6
스트로베리 요거트 그라니따,500,422,7,-,-,64.2
블루베리 요거트 그라니따,480,410,6.1,-,-,67.4
자바칩 민트 그라니따,410,430,0.2,-,-,78.1
에스프레소 콘파나 그라니따,351,238.1,2.6,-,-,31.6
카라멜 콘파나 그라니따,382,383.1,5.2,-,-,51.8
모카 콘파나 그라니따,411,511.1,5.8,-,-,64.7
아이스티(복숭아/라즈베리),445,250,4.5,-,-,44.2
그린티 라떼,240,197.9,6.3,-,-,21.1
아이스 그린티 라떼,360,267.6,6.9,-,-,37.8
콜드브루 밀크티,360,110.4,2.7,-,-,17.3
청순밀크티 보틀,295,152.7,4,-,-,22.6
루이보스 크림티(HOT),293,358,7.9,-,-,37.5
루이보스 크림티(ICED),373,313.5,4.6,-,-,39.9
캐모마일 프루티(HOT),293,144.2,0.1,-,-,34.1
캐모마일 프루티(ICED),373,116.2,0.1,-,-,27.3
히비스커스 뱅쇼,278,163.6,0.4,-,-,38.3
영그레이(얼그레이),300,51,2.9,-,-,0
퍼스트 브레이크(잉글리시 브렉퍼스트),300,51,2.9,-,-,0
커즈마인(시트러스 캐모마일),300,48,2.6,-,-,0
오렌지 보스(루이보스 오렌지),300,48,2.6,-,-,0
민트크루(민트 멜랑주),300,48,2.6,-,-,0
프루티 하동(머스캣 그린티),300,49,3.3,-,-,0
키위 주스,435,259.1,2,-,-,38.8
토마토 주스,395,146,2.5,-,-,21.7
오렌지 주스,370,160.6,1.9,-,-,31.5
루비자몽 주스,395,153.3,0.1,-,-,36.2
루비자몽 핫주스,295,176,44,-,-,41.5
오렌지 핫주스,280,152.4,1.7,-,-,21.4
레몬 스파클링,480,202.3,0.6,-,-,43.7
자몽 스파클링,485,196.6,0.1,-,-,47.6
베리 스파클링,465,135.9,0.3,-,-,34.7
청포도 스파클링,470,216.9,0.1,-,-,51.3
핫 초콜릿,275,341.6,9.5,-,-,31.5
아이스 초콜릿,380,302.7,8.4,-,-,31.4
불고기 크림 리소토,265,410,17,-,-,5
클래식 햄 로제 리소토,300,510,16,-,-,4
치킨듬뿍 보틀샐러드,235,280,14,-,-,26
동글동글 보틀 샐러드,220,280,9,-,-,5
버라이어티 치즈 포카챠,150,320,12,-,-,2
화이트 트러플 오일 크로크무슈,120,235,9,-,-,2
스크램블 햄 에그,130,380,13,-,-,7
스크램블 베이컨 에그,120,320,11,-,-,7
파니니 이탈리안 치킨,155,390,18,-,-,2
파니니 햄&머쉬룸,175,560,16,-,-,1
파니니 클래식,160,410,22,-,-,1
파니니 불고기,180,390,23,-,-,3
파니니 풀드포크,170,340,21,-,-,8
이탈리안 포카챠,170,390,18,-,-,3
햄치즈 피아디나,165,396,20.61,-,-,1.12
양송이 스프,170,245,3,-,-,3
클램 차우더 스프,170,285,4,-,-,3
햄&코울슬로 샌드위치,220,465,14,-,-,7
BLT 샌드위치,210,385,15,-,-,9
쉬림프 도리아,275,455.9,17.54,-,-,6.45
햄치즈 크라상 샌드위치,110,380,12,-,-,3
치킨 살사 랩 샌드위치,255,430,19,-,-,8
햄치즈 BOX,250,450,15,-,-,10
BLT BOX,260,440,14,-,-,12
플레인 스콘,95,360,8,-,-,8
이탈리안 팡도르,182,380,6,-,-,14
정통 크라상,52,270,4,-,-,5
애플파이,100,325,3,-,-,9
미니 푀이테,60,195,7,-,-,8
옥수수 스콘,90,310,6,-,-,10
크랜베리 스콘,90,340,5,-,-,22
블루베리 머핀,115,410,7,-,-,21
블랙쿠키 머핀,125,540,9,-,-,27
더블 치즈 브레드,65,210,8,-,-,4
에그 타르트,50,135,2,-,-,6
티라미수 타르트,45,195,3,-,-,8
콰트로 치즈 타르트,45,150,2,-,-,9
허니브레드+생크림,60,200.5,3.8,-,-,5.7
허니브레드+젤라또,60,179.5,3.9,-,-,6.8
애플 시나몬 허니 브레드,95,282,0.3,-,-,13
몽블랑 데니쉬,100,369,6,-,-,13
퀸아망,52,270,4,-,-,5
마카다미아 데니쉬,85,335,5,-,-,15
레몬얼그레이 우드파운드,96,370,6,-,-,19
피칸시나몬 우드파운드,76,295,5,-,-,19
레몬마들렌,33,120,2,-,-,10
브라우니 피칸&초코,75,310,5,-,-,20
파스쿠찌 슈케트,32,90,2,-,-,4
딸기 마카롱,17,60,1,-,-,7
바닐라 마카롱,17,70,1,-,-,6
초코 마카롱,17,60,1,-,-,7
블루베리 마카롱,17,60,1,-,-,7
크런치 아몬드 초콜릿 브라운,31,170,3,-,-,12
크런치 아몬드 초콜릿 다크,31,180,3,-,-,11
콰트로 치즈 파운드,74,300,18,-,-,160
마들렌,16,70,1,-,-,4
프랑보아즈 피낭시에,25,100,2,-,-,7
피낭시에,25,100,2,-,-,7
미니 바움쿠헨,35,130,2,-,-,9
쉘카라멜,22,90,2,-,-,5
카라멜 & 치즈 팝콘,60,305,3,-,-,24
카라멜 팝콘,80,375,2,-,-,42
초코피칸 쿠키,52,240,3,-,-,17
더블퍼지 쿠키,46,205,3,-,-,15
얼그레이 쿠키,42,170,3,-,-,10
뛰일 아몬드,33,140,4,-,-,10
아마레나 체리 젤라또,100,183,3,-,-,7
요거트 젤라또,100,146,2.4,-,-,25.3
딸기 젤라또,100,110,0,-,-,18
초콜릿 젤라또,100,165,3.3,-,-,19
피오르 디 라떼 젤라또,100,145,3,-,-,17
와이키키 R(석쇠),148,388,21,-,-,3
와이키키 R(치즈링),173,448,26,-,-,3
와이키키 R(리코타링),168,451,24,-,-,5
와이키키 R(골드스윗),185,492,25,-,-,6
와이키키 L(석쇠),105,276,15,-,-,2
와이키키 L(치즈링),120,312,18,-,-,2
와이키키 L(리코타링),118,316,17,-,-,3
와이키키 L(골드스윗),129,346,18,-,-,4
리치고구마치킨 R(석쇠),153,378,21,-,-,5
리치고구마치킨 R(치즈링),178,438,26,-,-,5
리치고구마치킨 R(리코타링),173,441,24,-,-,7
리치고구마치킨 R(골드스윗),189,482,25,-,-,8
리치고구마치킨 L(석쇠),105,260,14,-,-,4
리치고구마치킨 L(치즈링),120,296,17,-,-,4
리치고구마치킨 L(리코타링),118,300,16,-,-,5
리치고구마치킨 L(골드스윗),129,330,17,-,-,6
칠리불갈비 R(석쇠),138,381,21,-,-,4
칠리불갈비 R(치즈링),163,441,26,-,-,4
칠리불갈비 R(리코타링),158,444,24,-,-,6
칠리불갈비 R(골드스윗),174,485,25,-,-,7
칠리불갈비 L(석쇠),174,481,26,-,-,5
칠리불갈비 L(치즈링),102,276,16,-,-,3
칠리불갈비 L(리코타링),100,280,15,-,-,4
칠리불갈비 L(골드스윗),111,310,16,-,-,5
언더더시 R(석쇠),154,372,23,-,-,5
언더더시 R(치즈링),179,432,28,-,-,5
언더더시 R(리코타링),174,435,26,-,-,7
언더더시 R(골드스윗),190,476,27,-,-,8
언더더시 L(석쇠),108,261,16,-,-,3
언더더시 L(치즈링),123,297,19,-,-,3
언더더시 L(리코타링),121,301,18,-,-,4
언더더시 L(골드스윗),132,331,19,-,-,5
해쉬베이컨 R(석쇠),155,361,20,-,-,4
해쉬베이컨 R(치즈링),180,421,25,-,-,4
해쉬베이컨 R(리코타링),175,424,23,-,-,6
해쉬베이컨 R(골드스윗),191,465,24,-,-,7
해쉬베이컨 L(석쇠),116,270,15,-,-,3
해쉬베이컨 L(치즈링),131,306,18,-,-,3
해쉬베이컨 L(리코타링),129,310,17,-,-,4
해쉬베이컨 L(골드스윗),140,340,18,-,-,5
고구마 R(석쇠),165,425,20,-,-,5
고구마 R(치즈링),190,485,25,-,-,5
고구마 R(리코타링),185,488,23,-,-,7
고구마 R(골드스윗),100,262,12,-,-,4
고구마 L(석쇠),107,275,13,-,-,3
고구마 L(치즈링),122,311,16,-,-,3
고구마 L(리코타링),120,315,15,-,-,4
고구마 L(골드스윗),131,345,16,-,-,5
더블치즈 R(석쇠),123,342,22,-,-,3
더블치즈 R(치즈링),148,402,27,-,-,3
더블치즈 R(리코타링),143,405,25,-,-,5
더블치즈 R(골드스윗),159,446,26,-,-,6
더블치즈 L(석쇠),184,512,33,-,-,4
더블치즈 L(치즈링),107,292,20,-,-,2
더블치즈 L(리코타링),105,296,19,-,-,3
더블치즈 L(골드스윗),116,326,20,-,-,4
더블치즈 G(석쇠),126,351,23,-,-,3
더블치즈 G(치즈링),148,404,28,-,-,3
더블치즈 G(리코타링),144,408,25,-,-,4
더블치즈 G(골드스윗),160,449,27,-,-,6
흥부 포테이토 R(석쇠),164,449,22,-,-,3
흥부 포테이토 R(치즈링),189,509,27,-,-,3
흥부 포테이토 R(리코타링),184,512,25,-,-,5
흥부 포테이토 R(골드스윗),100,275,13,-,-,3
흥부 포테이토 L(석쇠),107,293,15,-,-,2
흥부 포테이토 L(치즈링),122,329,18,-,-,2
흥부 포테이토 L(리코타링),120,333,17,-,-,3
흥부 포테이토 L(골드스윗),131,363,18,-,-,4
흥부 포테이토 G(석쇠),137,375,19,-,-,2
흥부 포테이토 G(치즈링),159,428,24,-,-,2
흥부 포테이토 G(리코타링),155,432,21,-,-,3
흥부 포테이토 G(골드스윗),171,473,23,-,-,5
불고기 R(석쇠),123,342,18,-,-,4
불고기 R(치즈링),148,402,23,-,-,4
불고기 R(리코타링),143,405,21,-,-,6
불고기 R(골드스윗),159,446,22,-,-,7
불고기 L(석쇠),166,461,25,-,-,5
불고기 L(치즈링),196,533,32,-,-,5
불고기 L(리코타링),191,540,28,-,-,7
불고기 L(골드스윗),107,301,15,-,-,4
불고기 G(석쇠),131,364,19,-,-,4
불고기 G(치즈링),153,417,24,-,-,4
불고기 G(리코타링),149,421,21,-,-,5
불고기 G(골드스윗),165,462,23,-,-,7
슈퍼콤비네이션 R(석쇠),128,373,21,-,-,3
슈퍼콤비네이션 R(치즈링),153,433,26,-,-,3
슈퍼콤비네이션 R(리코타링),148,436,24,-,-,5
슈퍼콤비네이션 R(골드스윗),164,477,25,-,-,6
슈퍼콤비네이션 L(석쇠),172,501,28,-,-,4
슈퍼콤비네이션 L(치즈링),101,287,17,-,-,2
슈퍼콤비네이션 L(리코타링),197,580,31,-,-,6
슈퍼콤비네이션 L(골드스윗),110,321,17,-,-,4
슈퍼콤비네이션 G(석쇠),129,376,21,-,-,3
슈퍼콤비네이션 G(치즈링),151,429,26,-,-,3
슈퍼콤비네이션 G(리코타링),147,433,23,-,-,4
슈퍼콤비네이션 G(골드스윗),162,474,25,-,-,6
페페로니 R(석쇠),114,333,18,-,-,2
페페로니 R(치즈링),139,393,23,-,-,2
페페로니 R(리코타링),134,396,21,-,-,4
페페로니 R(골드스윗),150,437,22,-,-,5
페페로니 L(석쇠),174,508,28,-,-,4
페페로니 L(치즈링),102,290,17,-,-,2
페페로니 L(리코타링),100,294,16,-,-,3
페페로니 L(골드스윗),111,324,17,-,-,4
페페로니 G(석쇠),117,342,19,-,-,2
페페로니 G(치즈링),139,395,24,-,-,2
페페로니 G(리코타링),135,399,21,-,-,3
페페로니 G(골드스윗),151,440,23,-,-,5
칠리새우 R(석쇠),152,412,20,-,-,7
칠리새우 R(치즈링),177,472,25,-,-,7
칠리새우 R(리코타링),172,475,23,-,-,9
칠리새우 R(골드스윗),188,516,24,-,-,10
칠리새우 L(석쇠),112,304,15,-,-,5
칠리새우 L(치즈링),127,340,18,-,-,5
칠리새우 L(리코타링),125,344,17,-,-,6
칠리새우 L(골드스윗),136,374,18,-,-,7
반&반 R(석쇠),168,417,25,-,-,11
반&반 R(치즈링),193,477,30,-,-,11
반&반 R(리코타링),188,480,28,-,-,13
반&반 R(골드스윗),102,259,14,-,-,8
반&반 L(석쇠),101,250,15,-,-,7
반&반 L(치즈링),116,286,18,-,-,7
반&반 L(리코타링),114,290,17,-,-,8
반&반 L(골드스윗),125,320,18,-,-,9
놀부단호박 R(석쇠),174,436,23,-,-,5
놀부단호박 R(치즈링),199,496,28,-,-,5
놀부단호박 R(리코타링),194,499,26,-,-,7
놀부단호박 R(골드스윗),105,269,13,-,-,4
놀부단호박 L(석쇠),120,300,16,-,-,3
놀부단호박 L(치즈링),135,336,19,-,-,3
놀부단호박 L(리코타링),133,340,18,-,-,4
놀부단호박 L(골드스윗),144,370,19,-,-,5
7번가스페셜 R(석쇠),191,499,26,-,-,6
7번가스페셜 R(치즈링),108,278,16,-,-,3
7번가스페셜 R(리코타링),105,280,14,-,-,4
7번가스페셜 R(골드스윗),113,299,15,-,-,5
7번가스페셜 L(석쇠),127,332,17,-,-,4
7번가스페셜 L(치즈링),142,368,20,-,-,4
7번가스페셜 L(리코타링),140,372,19,-,-,5
7번가스페셜 L(골드스윗),151,402,20,-,-,6
홍대피자 R(석쇠),166,420,23,-,-,5
홍대피자 R(치즈링),191,480,28,-,-,5
홍대피자 R(리코타링),186,483,26,-,-,7
홍대피자 R(골드스윗),101,261,14,-,-,4
홍대피자 L(석쇠),106,268,15,-,-,3
홍대피자 L(치즈링),121,304,18,-,-,3
홍대피자 L(리코타링),119,308,17,-,-,4
홍대피자 L(골드스윗),130,338,18,-,-,5
체다골드 포테이토 R(석쇠),183,445,19,-,-,4
체다골드 포테이토 R(치즈링),104,252,12,-,-,2
체다골드 포테이토 R(리코타링),101,254,10,-,-,3
체다골드 포테이토 R(골드스윗),109,273,11,-,-,4
체다골드 포테이토 L(석쇠),127,309,13,-,-,3
체다골드 포테이토 L(치즈링),142,345,16,-,-,3
체다골드 포테이토 L(리코타링),140,349,15,-,-,4
체다골드 포테이토 L(골드스윗),151,379,16,-,-,5
깐쇼불갈비 R(석쇠),144,366,19,-,-,8
깐쇼불갈비 R(치즈링),169,426,24,-,-,8
깐쇼불갈비 R(리코타링),164,429,22,-,-,10
깐쇼불갈비 R(골드스윗),181,470,23,-,-,11
깐쇼불갈비 L(석쇠),103,262,13,-,-,6
깐쇼불갈비 L(치즈링),118,298,16,-,-,6
깐쇼불갈비 L(리코타링),116,302,15,-,-,7
깐쇼불갈비 L(골드스윗),127,332,16,-,-,8
콘길리에 파스타,428,638,34,-,-,8
치즈까르보나라 스파게티,435,720,26,-,-,0
오븐스파게티,432,627,28,-,-,7
치킨오븐텐더(5PCS),185,304,30,-,-,1
화이어윙(4PCS),174,374,31,-,-,5
핫윙(4PCS),138,279,29,-,-,3
통통새우링(4PCS),99,267,9,-,-,2
치즈볼(8PCS),105,317,17,-,-,3
나폴리샐러드,200,256,2,-,-,33
통쌀치킨(8pcs),136,347,19,-,-,2
치킨샘플러,518,1161,79,-,-,8
시즈닝포테이토,190,388,6,-,-,0
수제피클,128,75,1,-,-,17
수퍼 파파스 오리지널®,143,353,15,-,-,6
수퍼 파파스 오리지널(L),195,479,23,-,-,8
수퍼 파파스 오리지널(F),131,322,14,-,-,5
수퍼 파파스 오리지널(P),133,328,14,-,-,5
수퍼 파파스 골드링(L),107,285,12,-,-,5
